#projection.x	projection.y	projection.z	knotoid_type	polynomial	PD_code
0.973729086	-0.151274559	0.170198928	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.167258665	0.626354605	0.761383247	0_1	 + 1	PD[];
-0.802774425	-0.192635674	0.564309063	0_1	 + 1	PD[];
0.70101934	0.49544	-0.512943556	0_1	 + 1	PD[];
0.256946798	-0.940578126	0.222016063	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.910351685	-0.141869874	-0.388757957	0_1	 + 1	PD[];
-0.667253365	0.70864068	0.229349804	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.0799690057	0.174388013	-0.981424362	0_1	 + 1	PD[];
-0.895362121	0.164786268	-0.413729572	0_1	 + 1	PD[];
0.979211268	0.194901118	0.0562036228	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.971307547	-0.232177044	0.0515312576	0_1	 + 1	PD[];
0.633815649	-0.587345001	0.503292731	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.602623411	-0.426197178	-0.674685846	0_1	 + 1	PD[];
-0.658902399	0.69414166	0.289853386	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.932157346	-0.349852249	-0.0931991707	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.0365736009	0.970793088	0.237114219	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
0.443452454	0.235942012	-0.864685658	0_1	 + 1	PD[];
-0.391957606	0.1685263	-0.904415901	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.534829947	-0.693847859	0.482215799	0_1	 + 1	PD[];
-0.918741808	0.0994206768	0.382137434	0_1	 + 1	PD[];
0.879173778	-0.339235908	0.334622872	0_1	 + 1	PD[];
-0.946620714	-0.0728005083	-0.314021193	0_1	 + 1	PD[];
-0.284002842	0.0858698243	0.954970554	0_1	 + 1	PD[];
0.0132924663	0.33114676	-0.94348563	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.956491793	-0.273581943	0.101372432	0_1	 + 1	PD[];
0.722980847	0.688497501	-0.0571829127	0_1	 + 1	PD[];
0.762256073	0.211941764	0.611593302	0_1	 + 1	PD[];
-0.527327311	-0.171796969	-0.832112798	0_1	 + 1	PD[];
-0.126848374	-0.496661529	-0.858624956	0_1	 + 1	PD[];
0.887528463	-0.222494417	-0.403471762	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.503879042	0.739883873	-0.44573284	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.92521566	0.0131830656	0.37921259	0_1	 + 1	PD[];
0.639241055	-0.748286171	-0.177309557	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[5,1,6,0],X[1,7,2,6],X[4,3,5,2],X[3,8,4,7]];
0.823216966	0.52993879	-0.203663215	0_1	 + 1	PD[];
-0.403458599	-0.816537074	-0.412902368	0_1	 + 1	PD[];
-0.0901449909	-0.170128788	-0.981290006	0_1	 + 1	PD[];
0.276858362	-0.476823254	0.834259571	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.762598571	-0.111324427	0.637220756	0_1	 + 1	PD[];
-0.511391344	-0.434260588	0.741550157	0_1	 + 1	PD[];
-0.73089464	0.657776395	0.181997911	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.215098851	-0.976583638	0.00410885597	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,5,1,4],X[3,2,4,1],X[2,6,3,5]];
0.0532953889	-0.383290607	-0.922088885	0_1	 + 1	PD[];
0.203534548	0.95532092	0.214325986	0_1	 + 1	PD[];
-0.89861522	0.433181029	0.0696051852	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.652675853	0.265309274	0.709665569	0_1	 + 1	PD[];
0.756832148	0.405575744	-0.512555768	0_1	 + 1	PD[];
-0.0380447844	-0.604494437	0.795700364	0_1	 + 1	PD[];
0.988491552	0.128545343	-0.079753032	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.7241041	-0.600348378	0.339492383	0_1	 + 1	PD[];
-0.91337128	0.372970596	-0.163235535	0_1	 + 1	PD[];
0.836061919	-0.530646813	0.139335664	0_1	 + 1	PD[];
-0.00198213925	-0.101499075	0.994833659	0_1	 + 1	PD[];
-0.0857707077	0.994214895	-0.0646539042	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.774182222	0.529503537	0.346796614	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.097730882	0.5346088	0.839429631	0_1	 + 1	PD[];
-0.263617167	0.504864476	0.821959762	0_1	 + 1	PD[];
0.241166943	-0.960136245	-0.141339652	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.47071786	0.528754601	0.706288374	0_1	 + 1	PD[];
-0.241065737	-0.908375031	0.34167545	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.255179445	0.962495339	0.09212043	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.890631161	-0.139236809	-0.432884795	0_1	 + 1	PD[];
-0.218476604	0.701563137	0.678289863	0_1	 + 1	PD[];
-0.399941208	0.0584125862	0.914677539	0_1	 + 1	PD[];
-0.0697765701	-0.480299938	-0.874324425	0_1	 + 1	PD[];
-0.272667061	-0.643872747	-0.714898986	0_1	 + 1	PD[];
0.102716005	-0.828320255	-0.550758548	0_1	 + 1	PD[];
-0.944319938	-0.271482533	0.185895369	0_1	 + 1	PD[];
0.223606142	0.968993599	-0.105127061	0_1	 + 1	PD[];
0.498477546	0.816032997	-0.29259235	0_1	 + 1	PD[];
0.0226495566	0.717786452	-0.695894825	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.511610857	-0.333860628	0.791701593	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.76416074	-0.458609782	0.453580678	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,1,5,0],X[1,4,2,3],X[2,5,3,6]];
0.198518545	-0.887754315	-0.415310321	0_1	 + 1	PD[];
-0.214446299	-0.476681716	0.852518226	0_1	 + 1	PD[];
0.158972015	0.320571144	0.933789077	0_1	 + 1	PD[];
-0.036404153	0.459474653	0.887444523	0_1	 + 1	PD[];
0.221784602	0.895156811	-0.386659895	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.753389916	0.286184252	0.59203227	0_1	 + 1	PD[];
-0.112166627	-0.694671617	-0.710527968	0_1	 + 1	PD[];
0.690207308	-0.13878528	-0.710177808	0_1	 + 1	PD[];
0.561790644	0.816051227	-0.135836915	0_1	 + 1	PD[];
-0.888255684	0.253818807	0.382854871	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.157237704	0.0975190058	-0.982734119	0_1	 + 1	PD[];
-0.363670938	-0.772650548	-0.52034083	0_1	 + 1	PD[];
-0.442912875	0.445123237	0.778263123	0_1	 + 1	PD[];
0.186763054	0.00929200089	-0.982361044	0_1	 + 1	PD[];
-0.974407851	-0.216371048	-0.0609336509	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.754105594	-0.592896513	0.282486243	0_1	 + 1	PD[];
-0.783351655	0.276699185	-0.556594777	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.506384031	0.744172783	0.435639854	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.235777211	-0.275843537	-0.9318366	0_1	 + 1	PD[];
0.947615848	0.28812013	0.137880368	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.52756916	-0.11120349	0.842202212	0_1	 + 1	PD[];
0.0418452103	0.265647331	0.963161707	0_1	 + 1	PD[];
0.372915957	-0.65561484	0.656584245	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.875613419	0.236071768	0.421392051	0_1	 + 1	PD[];
-0.253207298	0.201787701	-0.946133071	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.0053055902	-0.280023718	0.959978421	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.0389730306	0.718217096	0.694726785	0_1	 + 1	PD[];
0.751330835	-0.358462452	0.554081805	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.724785238	-0.627009986	-0.285560564	0_1	 + 1	PD[];
-0.469111451	0.824982419	-0.315180037	0_1	 + 1	PD[];
-0.348528842	0.895528821	-0.276687147	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.868595445	-0.392345662	0.30266621	0_1	 + 1	PD[];
-0.162114675	-0.954142888	-0.251654887	0_1	 + 1	PD[];
0.279272954	0.336037934	-0.899491592	0_1	 + 1	PD[];
-0.796007455	-0.290894313	0.530803758	0_1	 + 1	PD[];
0.710029347	0.123105157	-0.693327806	0_1	 + 1	PD[];
-0.0547147027	0.954060295	-0.294576399	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.836477566	-0.542881088	0.0747355679	0_1	 + 1	PD[];
0.0991887368	0.991708146	-0.0817101398	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.0769508769	-0.766748048	0.637319381	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.795751208	-0.432942983	-0.423485995	0_1	 + 1	PD[];
-0.192041907	-0.577541244	0.793451963	0_1	 + 1	PD[];
-0.850287155	0.314739872	-0.421841874	0_1	 + 1	PD[];
-0.564862454	-0.78346674	-0.25905651	0_1	 + 1	PD[];
0.635235098	-0.494707065	0.593077811	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.211205893	-0.822213906	-0.528541733	0_1	 + 1	PD[];
-0.186643511	-0.21459393	-0.958704149	0_1	 + 1	PD[];
0.753664069	-0.458828427	0.470602748	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,1,5,0],X[1,4,2,3],X[2,5,3,6]];
0.461030894	-0.87955926	-0.117584111	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.992495452	-0.120799384	-0.018981223	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.349418501	0.700084514	0.622726573	0_1	 + 1	PD[];
0.30177379	0.0584879598	-0.951583805	0_1	 + 1	PD[];
0.978103728	-0.171345163	-0.118126765	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.0995296641	0.950135166	-0.295528362	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.436059342	0.565399187	0.70012571	0_1	 + 1	PD[];
0.512124958	0.30868168	-0.801525825	0_1	 + 1	PD[];
0.702537192	0.708584548	0.0659502195	0_1	 + 1	PD[];
-0.12562777	-0.846988427	0.516554226	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
0.544543585	0.838508708	0.0193760418	0_1	 + 1	PD[];
-0.651491513	0.39488391	-0.647785077	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.448284259	-0.216410472	-0.867299101	0_1	 + 1	PD[];
0.436297327	0.363949105	0.822912931	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
0.120233721	-0.622997603	-0.772928094	0_1	 + 1	PD[];
0.216879454	0.942771312	-0.25326973	0_1	 + 1	PD[];
0.609430735	0.0896436214	-0.787755165	0_1	 + 1	PD[];
0.126167485	-0.992008955	4.06196341e-06	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.101712577	-0.530359925	0.841648918	0_1	 + 1	PD[];
-0.0646885229	-0.970271453	-0.233213855	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.158726772	0.652166036	-0.741272739	0_1	 + 1	PD[];
-0.00548450813	-0.855160859	0.5183337	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.290143541	0.606700611	-0.740088572	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.479735465	0.791722467	-0.378192304	0_1	 + 1	PD[];
0.465962789	0.555218148	-0.688920523	0_1	 + 1	PD[];
0.696833658	0.383545862	-0.606065528	0_1	 + 1	PD[];
-0.573146141	0.13899128	0.807579671	0_1	 + 1	PD[];
0.97451451	-0.0933507136	0.20397822	0_1	 + 1	PD[];
-0.686820629	0.692483901	0.220779235	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.987955285	-0.0118506244	0.15428518	0_1	 + 1	PD[];
-0.196159194	-0.0445950075	0.97955748	0_1	 + 1	PD[];
0.940932202	-0.297090521	0.162430952	0_1	 + 1	PD[];
-0.557142791	0.786004412	0.267934646	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.271148918	0.0569986531	-0.96084828	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,3,1,4],X[5,2,6,1],X[2,5,3,4]];
-0.44040709	0.799355677	-0.408744538	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.0784257587	0.888290889	-0.452535851	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.0926421717	0.760351825	-0.642870539	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.950657759	0.27780139	0.138116663	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.610035603	-0.382968526	0.693679804	0_1	 + 1	PD[];
-0.933149585	-0.200551117	0.298347284	0_1	 + 1	PD[];
-0.973843837	0.0522599552	0.221126839	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.98371007	-0.123279386	0.130830771	0_1	 + 1	PD[];
0.0251517766	-0.411533805	0.911047373	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.0149497755	0.740233715	-0.672183421	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
0.847829718	0.524768255	0.0761777349	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.59409475	-0.709959493	-0.378165237	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
0.178178147	0.368901577	-0.91223033	0_1	 + 1	PD[];
-0.980696178	-0.180686654	0.0747485086	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.0974121473	-0.405339134	-0.908961528	0_1	 + 1	PD[];
0.366630403	0.924593393	-0.103485291	0_1	 + 1	PD[];
0.926916883	0.289683015	-0.238555742	0_1	 + 1	PD[];
-0.993209021	0.110129112	0.0375155923	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.337346022	0.863039314	0.375979792	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.134934113	-0.839611479	-0.526160954	0_1	 + 1	PD[];
-0.44478765	0.189007769	0.875465596	0_1	 + 1	PD[];
0.452560686	-0.0432588035	-0.890683727	0_1	 + 1	PD[];
-0.248434623	-0.0157862651	0.968520022	0_1	 + 1	PD[];
-0.235235805	-0.27996301	0.930744234	0_1	 + 1	PD[];
0.314596124	-0.311722325	0.896581547	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.677314057	0.144915183	0.721280291	0_1	 + 1	PD[];
0.811348705	0.533671536	0.238553914	0_1	 + 1	PD[];
0.162343575	0.983907579	-0.0746353786	0_1	 + 1	PD[];
-0.468594139	-0.319518741	-0.823606282	0_1	 + 1	PD[];
0.486126195	-0.106233611	0.867407484	0_1	 + 1	PD[];
0.622622595	-0.705998352	0.337501751	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.897928176	-0.139133127	-0.417572704	0_1	 + 1	PD[];
0.760173626	-0.640540436	-0.108830174	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.108457912	-0.13572963	0.984791526	0_1	 + 1	PD[];
-0.944932977	-0.153132254	-0.289226869	0_1	 + 1	PD[];
-0.924889808	-0.0386065757	0.378270241	0_1	 + 1	PD[];
0.0073757081	-0.684576695	0.728903524	0_1	 + 1	PD[];
-0.334461869	0.621570969	0.708367693	0_1	 + 1	PD[];
-0.375744265	0.905820446	-0.195718082	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.275772249	0.749749373	0.601519363	0_1	 + 1	PD[];
0.508167673	-0.769232958	0.387358067	0_1	 + 1	PD[];
-0.633843216	-0.58985578	0.500312838	0_1	 + 1	PD[];
-0.694782996	-0.0159462057	0.719042633	0_1	 + 1	PD[];
0.422992498	0.77826981	0.464083451	0_1	 + 1	PD[];
0.371175404	0.306733192	0.876438	0_1	 + 1	PD[];
-0.962612529	-0.164463056	-0.215241775	0_1	 + 1	PD[];
-0.325029274	-0.264440616	-0.907979698	0_1	 + 1	PD[];
-0.106481687	-0.801328402	-0.588671762	0_1	 + 1	PD[];
-0.0989947597	-0.964577503	-0.244520506	0_1	 + 1	PD[X[0,3,1,2],X[1,3,2,4]];
0.553743864	0.444846449	0.703902955	0_1	 + 1	PD[];
0.509051013	0.828840665	0.232142669	0_1	 + 1	PD[];
-0.177356958	-0.837062865	-0.517561851	0_1	 + 1	PD[];
-0.949829875	0.312603969	-0.010097838	0_1	 + 1	PD[];
0.718432296	-0.441277192	0.537707611	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.735961722	-0.317488267	-0.597964501	0_1	 + 1	PD[];
0.580498514	-0.015646817	0.814110958	0_1	 + 1	PD[];
0.0818974689	0.965928657	-0.245508928	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,4,1,3],X[1,6,2,5],X[4,3,5,2]];
-0.251903606	-0.734098138	0.630590594	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[3,1,4,0],X[5,2,6,1],X[2,5,3,4]];
-0.0232478284	0.438764436	0.898301346	0_1	 + 1	PD[];
0.728583918	0.509411495	-0.457892349	0_1	 + 1	PD[];
-0.628653534	-0.494434771	0.600274097	0_1	 + 1	PD[];
0.0954005347	-0.325310594	0.940782523	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
-0.281440233	0.765003554	-0.579276236	0_1	 + 1	PD[];
-0.155946424	0.220355176	0.962872946	0_1	 + 1	PD[];
0.203800057	0.326100168	-0.923105746	0_1	 + 1	PD[];
-0.497137812	0.863430779	-0.0856812987	0_1	 + 1	PD[];
-0.443676367	0.737218194	-0.509569048	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.0356004656	0.162847308	0.986008804	0_1	 + 1	PD[];
-0.328102947	-0.919507574	0.216458488	0_1	 + 1	PD[];
0.123238178	-0.124088542	-0.984588434	0_1	 + 1	PD[];
0.760868456	-0.64700078	0.0496908836	0_1	 + 1	PD[];
0.637221299	-0.743424116	0.203149205	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.398453179	0.0034321453	-0.917182253	0_1	 + 1	PD[];
-0.0662159409	0.623087854	0.779343939	0_1	 + 1	PD[];
-0.944670142	0.173631358	0.278299252	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.694480894	0.632773646	-0.342481825	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
-0.360126372	-0.932049671	0.0399049665	0_1	 + 1	PD[];
0.177875379	0.403671598	-0.897446149	0_1	 + 1	PD[];
0.703638274	-0.268233814	0.657984651	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.74564952	-0.569114565	-0.346576695	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.539626433	-0.763709387	0.354332169	0_1	 + 1	PD[];
0.0660465443	0.881151874	0.468197853	0_1	 + 1	PD[X[2,1,3,0],X[3,1,4,2]];
-0.510069006	-0.736852582	-0.443709231	0_1	 + 1	PD[];
0.530626819	-0.365488971	-0.764756818	0_1	 + 1	PD[];
0.444375788	0.512092017	-0.735045526	0_1	 + 1	PD[];
-0.288805302	0.792180425	-0.537625959	0_1	 + 1	PD[];
-0.0016270435	-0.906577475	0.422036295	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[2,1,3,0],X[1,4,2,3]];
-0.697489549	0.368906739	0.614342044	0_1	 + 1	PD[];
-0.394807459	-0.489348256	-0.777602312	0_1	 + 1	PD[];
0.571995124	-0.628740883	0.526788839	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.297606278	0.940225011	-0.165551901	0_1	 + 1	PD[];
0.00939874199	0.240030481	0.970719852	0_1	 + 1	PD[];
0.550478753	0.411537653	-0.726367609	0_1	 + 1	PD[];
-0.566595639	0.822865546	0.0431471383	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
0.90727353	0.214896024	0.361489199	0_1	 + 1	PD[];
-0.683744502	-0.627061264	-0.373212577	0_1	 + 1	PD[];
-0.152700069	0.967392834	0.202073735	4_3s|4_3m	 - A^(-16) - A^(-14) + A^(-12) + A^(-10) + A^(-8)	PD[X[0,6,1,5],X[1,4,2,3],X[7,3,8,2],X[6,5,7,4]];
0.202614919	0.949904132	0.237969189	0_1	 + 1	PD[];
-0.880325689	-0.433429401	0.192783908	0_1	 + 1	PD[];
0.306118718	-0.455393317	0.836007331	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[4,0,5,1],X[7,2,8,1],X[2,7,3,6],X[5,4,6,3]];
0.154607993	0.138237656	-0.97825698	0_1	 + 1	PD[];
-0.473205908	-0.712541795	-0.518035094	0_1	 + 1	PD[];
-0.129985578	0.410125326	0.902718653	0_1	 + 1	PD[];
-0.0178626714	-0.189962524	0.981628832	0_1	 + 1	PD[];
0.892062339	0.444459437	-0.0817348841	0_1	 + 1	PD[];
-0.737424846	0.657574138	0.154275239	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.262823439	0.933150145	0.245264443	2_1s|2_1m	 - A^(-10) + A^(-6) + A^(-4)	PD[X[0,3,1,2],X[3,2,4,1]];
-0.657623123	0.465141659	-0.592600258	3_2|3_2ms	 + A^(-8) - A^(-4) - A^(-2) + 1 + A^(2)	PD[X[0,4,1,5],X[1,8,2,7],X[6,3,7,2],X[3,6,4,5]];
0.424333607	0.889083645	-0.17167196	0_1	 + 1	PD[];
-0.440184661	0.173602557	0.880965162	0_1	 + 1	PD[];
-0.402522356	0.525488064	0.749558568	0_1	 + 1	PD[];
0.656236373	0.665612728	-0.355406133	0_1	 + 1	PD[];
